Date,Time,Day of Week,Item,Price,Tip,Cost,Server
2024-03-17,13:5,Sunday,Burger,20.16,3.78,6.48,Alice
2024-03-13,19:20,Wednesday,Soup,28.98,6.42,4.14,Henry
2024-03-13,19:57,Wednesday,Tacos,15.84,2.79,11.28,Frank
2024-03-23,11:12,Saturday,Ramen,46.23,10.94,3.64,Ivy
2024-03-06,14:33,Wednesday,Pasta,21.16,4.41,13.6,Emma
2024-03-04,16:39,Monday,Ramen,44.41,10.84,13.05,Alice
2024-03-14,13:27,Thursday,Tacos,43.25,7.17,13.51,David
2024-03-01,18:45,Friday,Steak,30.8,7.05,11.21,Alice
2024-03-08,11:2,Friday,Tacos,19.57,4.45,8.98,Charlie
2024-03-22,19:47,Friday,Burger,48.63,11.2,8.72,Charlie
2024-03-04,12:24,Monday,Burger,30.82,4.76,9.11,Charlie
2024-03-23,20:33,Saturday,Tacos,17.86,3.72,5.04,Emma
2024-03-24,14:25,Sunday,Pizza,20.47,3.7,14.54,David
2024-03-23,21:12,Saturday,Sushi,25.18,5.85,4.24,Ivy
2024-03-19,16:47,Tuesday,Soup,40.4,7.4,8.06,Bob
2024-03-24,19:19,Sunday,Ramen,18.57,4.53,12.58,Frank
2024-03-22,12:41,Friday,Tacos,40.89,6.52,9.3,David
2024-03-18,15:15,Monday,Steak,21.2,4.98,13.27,Emma
2024-03-03,18:39,Sunday,Tacos,47.92,11.86,9.67,Grace
2024-03-22,11:24,Friday,Salad,14.54,3.47,7.81,Grace
2024-03-16,19:44,Saturday,Steak,11.63,2.18,7.82,Emma
2024-03-04,13:1,Monday,Sandwich,13.73,2.27,3.21,Frank
2024-03-20,16:7,Wednesday,Soup,34.29,5.4,14.88,Alice
2024-03-14,18:18,Thursday,Tacos,31.13,5.39,12.85,David
2024-03-25,11:56,Monday,Salad,29.79,4.9,5.51,Grace
2024-03-04,19:42,Monday,Salad,18.33,4.29,14.97,Alice
2024-03-29,11:45,Friday,Soup,49.6,9.81,14.17,Grace
2024-03-04,21:37,Monday,Salad,33.36,7.69,11.1,Grace
2024-03-23,13:15,Saturday,Burger,25.39,4.51,7.31,David
2024-03-27,13:54,Wednesday,Sandwich,25.03,4.84,10.57,Jack
2024-03-12,13:49,Tuesday,Sandwich,12.87,2.6,11.81,David
2024-03-04,21:5,Monday,Burger,39.06,7.13,7.06,Alice
2024-03-01,16:18,Friday,Ramen,17.09,3.62,11.09,Bob
2024-03-17,15:10,Sunday,Sushi,23.0,4.29,3.93,Henry
2024-03-24,13:28,Sunday,Burger,27.8,5.22,3.47,Ivy
2024-03-17,19:47,Sunday,Ramen,14.86,3.17,7.42,Alice
2024-03-02,11:42,Saturday,Pasta,30.72,4.91,12.46,Frank
2024-03-17,20:8,Sunday,Pasta,33.87,7.9,6.85,Henry
2024-03-09,16:25,Saturday,Salad,31.36,5.78,3.45,Jack
2024-03-02,17:5,Saturday,Tacos,38.82,8.31,13.53,Ivy
2024-03-16,13:9,Saturday,Salad,18.52,2.87,11.08,Jack
2024-03-06,15:12,Wednesday,Steak,42.67,9.04,8.28,Charlie
2024-03-15,11:23,Friday,Sushi,16.76,4.1,14.86,Frank
2024-03-21,14:50,Thursday,Soup,27.54,4.27,5.62,Grace
2024-03-05,16:56,Tuesday,Tacos,27.04,5.08,9.39,Charlie
2024-03-14,20:2,Thursday,Soup,30.43,5.95,4.54,Grace
2024-03-24,11:4,Sunday,Sushi,26.45,6.22,7.28,Charlie
2024-03-21,21:37,Thursday,Sandwich,36.52,7.05,14.28,Ivy
2024-03-26,15:30,Tuesday,Burger,24.49,5.63,9.34,Frank
2024-03-06,17:51,Wednesday,Pasta,17.48,3.44,11.81,Jack
2024-03-23,16:10,Saturday,Pizza,28.96,6.66,3.44,Jack
2024-03-21,11:44,Thursday,Tacos,25.07,4.74,9.61,Henry
2024-03-22,18:49,Friday,Pasta,21.11,3.92,9.04,Jack
2024-03-29,20:34,Friday,Pasta,37.17,6.1,7.56,Jack
2024-03-28,11:39,Thursday,Tacos,11.62,1.92,8.02,Grace
2024-03-09,21:41,Saturday,Ramen,16.11,3.45,11.81,David
2024-03-26,18:43,Tuesday,Soup,49.38,8.87,12.59,Grace
2024-03-03,21:49,Sunday,Sushi,14.22,2.46,9.13,David
2024-03-08,18:34,Friday,Pasta,35.11,6.65,4.24,Henry
2024-03-14,19:45,Thursday,Tacos,37.78,6.6,6.95,David
2024-03-11,16:18,Monday,Pizza,35.94,6.6,14.08,Jack
2024-03-22,14:27,Friday,Sandwich,37.51,8.95,13.95,Emma
2024-03-08,12:31,Friday,Salad,19.16,4.7,4.77,Alice
2024-03-29,14:57,Friday,Tacos,14.71,3.03,6.2,Jack
2024-03-11,13:14,Monday,Sushi,15.06,3.37,7.36,Jack
2024-03-05,11:43,Tuesday,Steak,29.78,7.04,14.3,Alice
2024-03-28,13:41,Thursday,Soup,32.26,5.44,4.04,Jack
2024-03-03,14:32,Sunday,Steak,36.06,8.4,9.19,Alice
2024-03-15,14:43,Friday,Pizza,48.58,10.89,7.54,Frank
2024-03-27,19:7,Wednesday,Sandwich,30.37,4.65,7.92,Jack
2024-03-24,15:56,Sunday,Pasta,20.52,3.59,14.23,Frank
2024-03-29,20:50,Friday,Steak,48.52,11.33,8.78,Bob
2024-03-23,14:16,Saturday,Pasta,31.35,5.86,10.5,Frank
2024-03-27,16:55,Wednesday,Salad,44.58,10.63,5.09,Grace
2024-03-07,19:59,Thursday,Steak,25.11,4.47,12.14,Jack
2024-03-02,13:35,Saturday,Tacos,47.57,8.9,8.16,Grace
2024-03-31,16:57,Sunday,Sushi,29.16,5.81,4.84,Henry
2024-03-01,17:37,Friday,Pasta,16.5,4.07,7.97,Charlie
2024-03-16,21:12,Saturday,Sandwich,30.4,5.51,7.84,Charlie
2024-03-01,21:1,Friday,Pizza,34.69,8.01,5.17,Grace
2024-03-22,14:57,Friday,Steak,49.8,9.34,4.54,Henry
2024-03-09,11:17,Saturday,Pasta,40.25,7.92,7.13,Frank
2024-03-28,16:41,Thursday,Burger,35.75,8.51,14.29,Alice
2024-03-16,20:21,Saturday,Ramen,21.38,3.63,9.76,David
2024-03-09,11:27,Saturday,Tacos,33.26,8.14,11.31,Ivy
2024-03-11,13:18,Monday,Pizza,36.43,7.1,10.4,Frank
2024-03-29,13:56,Friday,Soup,32.44,6.59,13.9,Grace
2024-03-28,11:44,Thursday,Sandwich,27.05,5.78,14.15,David
2024-03-19,19:49,Tuesday,Pasta,49.7,11.15,7.4,Emma
2024-03-10,15:20,Sunday,Soup,16.55,3.18,6.47,Jack
2024-03-08,12:58,Friday,Pasta,48.89,12.17,4.22,Jack
2024-03-28,13:49,Thursday,Sushi,29.27,6.14,3.23,Charlie
2024-03-28,19:34,Thursday,Pizza,45.25,11.25,13.11,Ivy
2024-03-15,12:27,Friday,Sandwich,48.74,8.28,7.87,Frank
2024-03-15,11:13,Friday,Steak,49.11,9.34,5.26,Ivy
2024-03-02,15:12,Saturday,Ramen,38.32,6.65,9.04,David
2024-03-26,13:7,Tuesday,Steak,13.08,2.21,5.16,Frank
2024-03-10,20:22,Sunday,Tacos,21.04,3.62,9.46,Charlie
2024-03-28,21:46,Thursday,Sandwich,35.08,8.44,12.04,David
2024-03-30,15:25,Saturday,Tacos,32.63,8.07,4.08,Emma
2024-03-07,12:21,Thursday,Pasta,34.66,7.55,7.77,Frank
2024-03-02,18:36,Saturday,Soup,14.09,2.91,11.45,Henry
2024-03-05,13:14,Tuesday,Sushi,24.84,4.11,10.23,Emma
2024-03-16,19:5,Saturday,Pizza,11.48,2.36,8.21,Grace
2024-03-31,16:56,Sunday,Soup,28.19,5.84,7.91,Bob
2024-03-01,18:43,Friday,Burger,22.84,3.69,12.88,Alice
2024-03-14,13:5,Thursday,Tacos,38.96,7.62,7.82,Bob
2024-03-07,17:11,Thursday,Burger,23.28,4.55,12.62,Ivy
2024-03-10,12:41,Sunday,Ramen,47.67,11.59,13.21,Emma
2024-03-04,12:4,Monday,Ramen,46.5,8.02,3.24,Emma
2024-03-20,21:28,Wednesday,Tacos,34.69,5.43,13.48,Ivy
2024-03-16,17:57,Saturday,Sushi,15.8,3.24,9.01,David
2024-03-08,14:50,Friday,Tacos,41.77,7.02,14.41,Charlie
2024-03-12,14:8,Tuesday,Sushi,26.67,5.94,5.2,Henry
2024-03-21,13:51,Thursday,Sushi,11.49,1.8,8.4,Bob
2024-03-23,15:1,Saturday,Ramen,20.35,5.06,5.32,Alice
2024-03-18,20:44,Monday,Salad,18.53,3.72,7.6,Alice
2024-03-04,15:27,Monday,Burger,38.4,8.02,11.53,Grace
2024-03-07,19:44,Thursday,Sandwich,46.68,8.57,14.81,Charlie
2024-03-29,13:19,Friday,Ramen,40.38,8.97,11.93,Frank
2024-03-18,11:36,Monday,Pizza,40.54,8.36,5.97,David
2024-03-08,13:38,Friday,Pizza,45.87,11.39,13.86,David
2024-03-23,18:57,Saturday,Sushi,49.64,8.08,7.7,Grace
2024-03-15,21:54,Friday,Salad,37.39,7.08,7.73,Ivy
2024-03-08,16:54,Friday,Salad,34.92,7.36,3.73,Ivy
2024-03-04,19:29,Monday,Soup,11.85,2.02,11.33,Emma
2024-03-14,18:14,Thursday,Pizza,27.3,5.03,10.75,Charlie
2024-03-07,13:37,Thursday,Tacos,32.03,6.4,10.21,Jack
2024-03-23,16:42,Saturday,Sandwich,28.54,6.29,11.26,Grace
2024-03-13,16:9,Wednesday,Steak,21.24,5.19,8.01,Jack
2024-03-29,15:35,Friday,Steak,14.56,2.62,12.58,David
2024-03-05,15:43,Tuesday,Soup,28.28,6.16,10.35,Ivy
2024-03-21,19:5,Thursday,Steak,23.34,3.82,5.7,Frank
2024-03-30,19:52,Saturday,Sushi,32.14,6.2,6.92,Alice
2024-03-18,14:32,Monday,Steak,27.64,6.11,6.66,Alice
2024-03-02,13:1,Saturday,Tacos,41.08,6.8,5.91,Henry
2024-03-23,12:12,Saturday,Steak,15.23,3.0,9.47,Emma
2024-03-21,18:8,Thursday,Sandwich,25.49,5.95,9.94,Charlie
2024-03-31,18:54,Sunday,Sandwich,13.82,2.45,8.19,Frank
2024-03-19,21:13,Tuesday,Tacos,15.22,3.72,6.42,Alice
2024-03-02,11:4,Saturday,Pasta,44.92,10.25,13.06,Ivy
2024-03-05,17:26,Tuesday,Sushi,41.66,8.13,14.25,Bob
2024-03-17,19:24,Sunday,Sandwich,12.16,3.0,8.92,Alice
2024-03-18,20:29,Monday,Steak,45.58,9.34,7.08,Jack
2024-03-03,15:11,Sunday,Soup,10.25,1.92,7.97,Grace
2024-03-16,13:19,Saturday,Tacos,31.81,7.82,4.39,Frank
2024-03-17,14:57,Sunday,Ramen,30.06,6.13,3.94,Grace
2024-03-06,15:58,Wednesday,Burger,38.03,5.83,4.84,Ivy
2024-03-24,21:47,Sunday,Steak,39.41,7.13,5.73,Henry
2024-03-20,13:33,Wednesday,Pasta,45.13,9.78,3.01,Jack
2024-03-26,14:43,Tuesday,Pizza,34.49,7.36,13.33,Grace
2024-03-25,19:40,Monday,Ramen,45.9,10.99,13.27,Grace
2024-03-14,16:42,Thursday,Tacos,37.71,5.97,14.22,Bob
2024-03-17,18:17,Sunday,Sandwich,32.92,7.76,5.1,Alice
2024-03-08,21:39,Friday,Salad,21.97,3.82,8.57,Henry
2024-03-29,11:53,Friday,Sushi,36.01,6.27,6.54,Emma
2024-03-31,14:33,Sunday,Salad,21.41,4.19,10.14,Emma
2024-03-24,18:23,Sunday,Ramen,33.22,5.41,3.63,Ivy
2024-03-14,12:4,Thursday,Sushi,11.76,2.21,5.89,Grace
2024-03-26,13:49,Tuesday,Steak,37.34,7.91,8.75,Ivy
2024-03-09,11:28,Saturday,Steak,45.23,8.04,6.19,Ivy
2024-03-12,13:59,Tuesday,Pasta,30.58,5.1,7.3,Henry
2024-03-02,12:35,Saturday,Sushi,19.06,3.13,5.05,Frank
2024-03-28,13:9,Thursday,Pasta,27.35,5.61,10.23,Emma
2024-03-25,19:3,Monday,Pizza,47.19,9.61,13.09,Henry
2024-03-26,19:52,Tuesday,Pizza,22.25,3.86,5.75,Alice
2024-03-19,12:17,Tuesday,Burger,21.99,3.58,5.4,Jack
2024-03-05,17:23,Tuesday,Pizza,17.8,3.19,4.02,Frank
2024-03-28,11:13,Thursday,Tacos,25.0,5.84,11.25,Bob
2024-03-27,18:1,Wednesday,Ramen,48.71,11.98,11.06,Bob
2024-03-19,14:46,Tuesday,Sandwich,42.37,8.56,10.91,Bob
2024-03-27,11:54,Wednesday,Burger,18.41,4.3,14.53,Alice
2024-03-10,16:48,Sunday,Soup,24.4,3.84,8.5,Henry
2024-03-18,19:8,Monday,Sushi,15.11,3.44,9.42,Grace
2024-03-11,12:3,Monday,Pasta,17.75,3.04,12.47,David
2024-03-03,20:58,Sunday,Ramen,12.4,2.26,5.94,Charlie
2024-03-01,21:25,Friday,Burger,19.88,3.3,9.43,Alice
2024-03-18,14:51,Monday,Ramen,35.57,6.43,6.83,Emma
2024-03-16,14:17,Saturday,Ramen,30.76,4.73,9.08,Grace
2024-03-19,11:34,Tuesday,Tacos,43.58,9.72,12.49,David
2024-03-03,18:39,Sunday,Salad,46.17,8.59,11.68,Charlie
2024-03-08,17:30,Friday,Sandwich,30.37,5.92,14.25,Jack
2024-03-06,20:16,Wednesday,Burger,29.19,4.69,4.19,Bob
2024-03-12,18:45,Tuesday,Pizza,29.76,6.09,3.39,Grace
2024-03-10,12:17,Sunday,Burger,31.01,7.46,13.65,Henry
2024-03-23,18:39,Saturday,Soup,40.47,10.02,13.6,Jack
2024-03-07,17:45,Thursday,Sushi,27.65,6.05,14.8,Grace
2024-03-03,16:48,Sunday,Salad,47.11,7.86,10.91,Jack
2024-03-19,12:28,Tuesday,Soup,21.6,3.34,7.56,Henry
2024-03-15,15:13,Friday,Soup,30.36,5.71,3.44,Ivy
2024-03-30,19:6,Saturday,Sushi,18.07,3.52,5.92,Grace
2024-03-30,21:35,Saturday,Burger,30.43,6.15,7.87,Henry
2024-03-18,20:32,Monday,Pizza,33.97,5.12,8.73,Frank
2024-03-18,13:9,Monday,Tacos,16.14,4.01,3.12,Charlie
2024-03-05,14:5,Tuesday,Pasta,38.4,7.99,6.92,Ivy
2024-03-27,17:48,Wednesday,Soup,17.36,3.33,8.27,Jack
2024-03-22,16:44,Friday,Burger,27.34,4.81,9.17,Emma
2024-03-13,17:27,Wednesday,Pasta,31.74,4.87,14.43,Bob
2024-03-30,20:30,Saturday,Sushi,43.73,7.84,8.54,Alice
2024-03-15,15:51,Friday,Pizza,21.95,4.83,13.53,Alice
2024-03-12,20:25,Tuesday,Soup,29.52,6.46,8.21,Frank
2024-03-08,17:22,Friday,Salad,27.64,6.26,12.16,Grace
2024-03-28,21:2,Thursday,Steak,13.14,2.41,10.49,Jack
2024-03-08,20:25,Friday,Sushi,18.56,4.63,14.18,Frank
2024-03-20,12:6,Wednesday,Pizza,14.69,3.66,4.84,Grace
2024-03-27,14:15,Wednesday,Ramen,12.87,2.99,6.66,Bob
2024-03-18,16:38,Monday,Tacos,10.21,2.42,6.0,Alice
2024-03-05,12:43,Tuesday,Soup,40.72,7.41,6.45,Charlie
2024-03-25,11:47,Monday,Steak,14.82,3.36,14.92,Alice
2024-03-18,18:0,Monday,Salad,13.32,3.18,13.37,Bob
2024-03-07,17:41,Thursday,Steak,38.4,5.99,6.34,Jack
2024-03-23,18:17,Saturday,Pizza,39.76,8.89,12.94,David
2024-03-26,20:21,Tuesday,Sushi,48.52,11.08,7.93,Emma
2024-03-10,13:45,Sunday,Sushi,44.55,7.28,13.34,Bob
2024-03-17,19:4,Sunday,Ramen,36.85,6.64,13.65,Alice
2024-03-29,13:46,Friday,Steak,25.17,5.09,4.73,Emma
2024-03-21,13:52,Thursday,Pasta,43.33,9.49,12.17,David
2024-03-05,14:24,Tuesday,Salad,40.08,8.91,5.12,Frank
2024-03-30,20:22,Saturday,Sandwich,38.3,6.44,3.98,Grace
2024-03-02,12:24,Saturday,Burger,27.63,5.78,5.46,Jack
2024-03-10,16:24,Sunday,Ramen,11.42,2.25,6.0,Alice
2024-03-19,14:3,Tuesday,Burger,48.62,9.69,5.03,David
2024-03-27,19:29,Wednesday,Salad,10.9,2.31,11.19,Grace
2024-03-27,21:34,Wednesday,Sandwich,30.14,5.18,8.62,Ivy
2024-03-22,19:35,Friday,Salad,24.84,5.68,5.52,David
2024-03-24,18:55,Sunday,Tacos,14.32,2.73,9.45,David
2024-03-03,19:42,Sunday,Tacos,12.49,1.89,8.06,David
2024-03-07,16:35,Thursday,Tacos,40.05,6.76,9.51,Frank
2024-03-20,20:41,Wednesday,Ramen,46.14,10.82,3.79,Jack
2024-03-16,13:45,Saturday,Sushi,11.7,2.74,10.96,Frank
2024-03-11,19:13,Monday,Pizza,23.52,3.96,14.62,Henry
2024-03-10,15:42,Sunday,Soup,15.33,2.4,5.67,Bob
2024-03-15,12:53,Friday,Ramen,45.03,10.28,6.06,Ivy
2024-03-10,21:34,Sunday,Burger,41.51,8.15,14.39,Ivy
2024-03-09,17:14,Saturday,Sandwich,35.7,7.79,8.77,Grace
2024-03-24,21:46,Sunday,Tacos,37.99,6.96,5.17,Henry
2024-03-11,11:40,Monday,Salad,23.06,4.41,13.02,Grace
2024-03-18,13:13,Monday,Pizza,29.69,6.21,9.01,Henry
2024-03-29,13:27,Friday,Pizza,44.47,10.36,7.57,Alice
2024-03-29,15:40,Friday,Burger,38.95,7.33,3.76,Henry
2024-03-20,17:30,Wednesday,Sushi,35.38,6.34,7.92,Charlie
2024-03-02,17:13,Saturday,Tacos,42.83,10.66,6.75,Henry
2024-03-11,20:30,Monday,Soup,33.79,7.53,11.79,Alice
2024-03-15,14:41,Friday,Salad,49.64,11.68,7.4,Frank
2024-03-04,17:45,Monday,Sushi,16.06,2.64,12.68,Ivy
2024-03-01,15:26,Friday,Sushi,21.35,4.93,12.07,Grace
2024-03-04,13:11,Monday,Pasta,39.77,8.35,13.43,Jack
2024-03-13,20:45,Wednesday,Pizza,49.85,12.08,9.96,Frank
2024-03-08,18:35,Friday,Salad,25.36,5.78,4.5,Emma
2024-03-27,11:33,Wednesday,Burger,43.78,9.72,11.01,Frank
2024-03-23,11:30,Saturday,Sushi,20.64,3.78,5.7,Henry
2024-03-27,12:45,Wednesday,Pizza,28.36,6.5,10.42,Grace
2024-03-02,17:43,Saturday,Burger,13.15,2.48,12.49,Emma
2024-03-24,12:53,Sunday,Tacos,46.49,11.06,3.29,Jack
2024-03-08,15:34,Friday,Sandwich,44.38,8.02,3.1,Bob
2024-03-17,14:52,Sunday,Soup,34.88,5.85,12.4,Charlie
2024-03-05,15:26,Tuesday,Tacos,45.7,8.3,14.21,Charlie
2024-03-22,18:6,Friday,Steak,21.09,4.36,11.66,Charlie
2024-03-02,12:33,Saturday,Burger,14.09,3.0,4.79,Emma
2024-03-29,13:12,Friday,Soup,20.5,4.9,12.37,Emma
2024-03-07,15:16,Thursday,Pizza,19.15,4.33,11.16,Jack
2024-03-22,20:27,Friday,Sandwich,40.84,8.73,13.59,Ivy
2024-03-10,14:47,Sunday,Steak,40.04,7.0,4.36,Frank
2024-03-02,16:34,Saturday,Tacos,29.0,5.73,7.26,Alice
2024-03-09,14:23,Saturday,Steak,31.35,4.84,13.9,Charlie
2024-03-28,15:41,Thursday,Tacos,40.35,9.46,10.12,Frank
2024-03-27,18:38,Wednesday,Soup,49.25,8.42,4.74,Henry
2024-03-20,16:55,Wednesday,Steak,31.13,4.96,13.83,Jack
2024-03-05,19:37,Tuesday,Pizza,19.94,3.39,4.93,Charlie
2024-03-22,11:30,Friday,Steak,13.73,2.53,5.97,Bob
2024-03-31,18:16,Sunday,Tacos,27.89,6.27,14.41,Henry
2024-03-07,14:5,Thursday,Sushi,38.19,7.59,12.39,Emma
2024-03-31,21:58,Sunday,Pasta,30.87,6.13,14.64,Charlie
2024-03-02,17:11,Saturday,Sandwich,35.1,5.92,3.15,Grace
2024-03-19,15:1,Tuesday,Sushi,34.63,8.33,12.77,Grace
2024-03-28,14:24,Thursday,Tacos,23.3,5.54,14.48,Alice
2024-03-23,15:58,Saturday,Pizza,37.86,8.17,10.92,David
2024-03-16,19:48,Saturday,Burger,20.98,5.08,12.44,Charlie
2024-03-18,11:55,Monday,Soup,24.2,5.42,7.17,Charlie
2024-03-27,19:25,Wednesday,Salad,45.4,7.55,10.68,David
2024-03-05,21:41,Tuesday,Soup,13.71,2.29,7.08,Henry
2024-03-25,16:44,Monday,Steak,30.6,6.84,6.45,Henry
2024-03-14,21:29,Thursday,Salad,28.38,4.59,12.83,Emma
2024-03-09,12:0,Saturday,Burger,22.02,5.13,11.64,David
2024-03-13,15:27,Wednesday,Pizza,41.08,8.01,10.5,Jack
2024-03-13,19:17,Wednesday,Sushi,46.43,10.36,4.19,Alice
2024-03-09,16:25,Saturday,Pasta,16.38,3.94,11.02,Bob
2024-03-22,12:14,Friday,Soup,35.41,5.7,12.39,Charlie
2024-03-10,16:25,Sunday,Soup,20.23,3.46,3.53,Emma
2024-03-06,21:46,Wednesday,Sandwich,40.06,8.65,3.88,Henry
2024-03-26,12:22,Tuesday,Ramen,29.6,5.47,7.12,Charlie
2024-03-20,11:45,Wednesday,Ramen,17.93,4.36,11.97,Grace
2024-03-23,18:40,Saturday,Pasta,42.15,8.49,9.67,Emma
2024-03-15,15:18,Friday,Pasta,21.32,4.16,14.96,Bob
2024-03-03,11:4,Sunday,Sandwich,29.18,4.79,7.63,Jack
2024-03-11,15:21,Monday,Sushi,30.19,6.53,13.72,Jack
2024-03-19,13:9,Tuesday,Soup,24.69,4.87,11.19,Alice
2024-03-26,19:33,Tuesday,Pasta,13.9,3.24,4.54,Alice
2024-03-09,17:28,Saturday,Burger,27.69,6.01,9.68,Grace
2024-03-21,20:50,Thursday,Sushi,48.71,10.12,10.3,Grace
2024-03-07,13:29,Thursday,Sushi,46.64,8.41,12.82,Grace
2024-03-16,17:28,Saturday,Steak,39.1,9.31,10.5,Emma
2024-03-06,19:58,Wednesday,Pizza,23.25,3.66,13.68,Bob
2024-03-03,14:43,Sunday,Soup,22.44,4.12,12.55,Ivy
2024-03-15,20:6,Friday,Steak,35.95,6.46,5.77,Bob
2024-03-30,13:20,Saturday,Burger,34.86,6.83,10.89,Frank
2024-03-26,14:37,Tuesday,Pasta,45.26,8.02,4.03,David
2024-03-05,12:35,Tuesday,Ramen,35.72,8.36,4.0,Alice
2024-03-19,17:53,Tuesday,Sandwich,26.08,5.46,6.65,Emma
2024-03-05,19:11,Tuesday,Pasta,23.47,5.67,8.55,Frank
2024-03-09,13:3,Saturday,Tacos,33.18,6.91,5.89,Bob
2024-03-15,15:11,Friday,Steak,17.14,3.64,4.3,Alice
2024-03-05,15:46,Tuesday,Tacos,20.21,3.06,12.31,Frank
2024-03-26,17:51,Tuesday,Sandwich,49.65,8.09,3.12,Charlie
2024-03-01,20:16,Friday,Soup,13.5,2.42,14.72,Jack
2024-03-30,12:58,Saturday,Pizza,11.92,2.1,13.35,Emma
2024-03-02,14:20,Saturday,Soup,15.74,3.72,7.51,Charlie
2024-03-18,18:7,Monday,Sushi,34.89,8.69,6.22,Bob
2024-03-13,13:45,Wednesday,Ramen,14.47,2.32,13.52,Emma
2024-03-15,15:4,Friday,Tacos,31.08,5.38,9.43,Henry
2024-03-17,12:2,Sunday,Steak,12.26,2.08,14.34,Emma
2024-03-29,11:17,Friday,Burger,29.31,5.72,13.23,Bob
2024-03-19,13:31,Tuesday,Steak,17.94,3.93,6.41,David
2024-03-17,21:45,Sunday,Salad,29.89,6.82,3.83,Jack
2024-03-09,21:43,Saturday,Burger,37.52,7.7,7.17,Bob
2024-03-28,16:5,Thursday,Burger,25.12,5.26,13.47,Henry
2024-03-05,20:5,Tuesday,Burger,45.5,8.51,12.06,Emma
2024-03-21,15:2,Thursday,Steak,27.12,4.25,13.64,Bob
2024-03-23,12:50,Saturday,Sandwich,19.29,4.11,3.29,Emma
2024-03-28,18:6,Thursday,Pizza,21.47,3.57,11.91,David
2024-03-10,11:47,Sunday,Tacos,27.76,4.8,8.85,Charlie
2024-03-24,18:48,Sunday,Burger,25.74,6.36,4.46,Jack
2024-03-18,13:20,Monday,Salad,18.08,3.43,14.54,Ivy
2024-03-21,13:15,Thursday,Soup,23.96,5.49,4.4,Grace
2024-03-28,15:58,Thursday,Salad,49.02,8.59,14.3,Jack
2024-03-16,14:33,Saturday,Pizza,35.04,5.68,7.42,Grace
2024-03-02,12:15,Saturday,Ramen,45.14,7.79,8.63,Jack
2024-03-21,14:59,Thursday,Sandwich,38.97,6.83,8.6,Charlie
2024-03-15,20:56,Friday,Sushi,20.7,4.39,8.95,David
2024-03-09,17:45,Saturday,Sandwich,44.77,6.79,6.67,Emma
2024-03-06,14:44,Wednesday,Steak,30.42,5.24,4.64,Bob
2024-03-03,12:28,Sunday,Ramen,34.3,7.86,10.7,Emma
2024-03-05,19:31,Tuesday,Soup,32.63,5.37,10.35,Alice
2024-03-02,18:15,Saturday,Tacos,38.03,9.46,10.95,Grace
2024-03-24,18:6,Sunday,Tacos,11.92,1.9,7.76,Jack
2024-03-29,14:35,Friday,Burger,43.03,8.2,13.0,Charlie
2024-03-25,19:14,Monday,Burger,36.21,6.71,12.77,Bob
2024-03-19,15:36,Tuesday,Sandwich,23.36,5.42,10.56,Charlie
2024-03-07,14:46,Thursday,Sandwich,39.25,6.1,9.42,Bob
2024-03-30,13:55,Saturday,Pizza,14.44,3.08,9.62,Alice
2024-03-31,16:3,Sunday,Sandwich,34.1,6.4,3.82,Alice
2024-03-19,19:0,Tuesday,Tacos,43.5,10.31,12.79,Alice
2024-03-08,17:18,Friday,Burger,14.5,2.8,12.33,David
2024-03-10,11:45,Sunday,Steak,45.57,7.09,10.87,Grace
2024-03-06,17:17,Wednesday,Salad,37.94,6.31,10.16,Jack
2024-03-25,18:49,Monday,Sandwich,28.82,6.53,7.88,Frank
2024-03-07,21:33,Thursday,Pasta,18.87,3.91,10.59,Frank
2024-03-12,12:19,Tuesday,Steak,18.62,2.88,13.59,Grace
2024-03-02,12:11,Saturday,Sandwich,20.06,4.78,11.31,Henry
2024-03-30,16:32,Saturday,Tacos,30.53,7.33,6.91,David
2024-03-22,21:6,Friday,Burger,17.67,2.9,4.6,Charlie
2024-03-02,13:23,Saturday,Sandwich,18.15,4.35,4.81,Alice
2024-03-11,20:2,Monday,Tacos,23.89,5.88,4.08,Alice
2024-03-31,17:47,Sunday,Sandwich,22.29,5.47,8.39,Emma
2024-03-12,12:15,Tuesday,Soup,22.88,3.93,6.57,David
2024-03-07,17:31,Thursday,Tacos,46.04,11.03,11.5,Alice
2024-03-16,15:27,Saturday,Steak,11.34,2.28,4.55,Jack
2024-03-23,12:35,Saturday,Steak,38.59,9.64,14.58,Henry
2024-03-27,16:30,Wednesday,Salad,41.79,8.67,4.48,David
2024-03-09,17:44,Saturday,Pizza,48.06,8.21,11.35,Bob
2024-03-03,18:6,Sunday,Soup,28.49,5.85,8.88,Ivy
2024-03-26,21:42,Tuesday,Salad,26.79,4.48,10.51,Alice
2024-03-12,13:17,Tuesday,Pasta,29.07,5.24,14.41,Frank
2024-03-23,20:14,Saturday,Salad,13.51,3.03,6.42,Charlie
2024-03-06,20:41,Wednesday,Salad,27.98,4.66,4.53,Ivy
2024-03-19,18:27,Tuesday,Ramen,34.19,7.32,3.6,Jack
2024-03-14,15:3,Thursday,Salad,22.34,4.95,7.41,Alice
2024-03-23,14:59,Saturday,Pizza,46.44,7.99,11.73,Alice
2024-03-15,13:43,Friday,Burger,27.84,4.61,12.21,Frank
2024-03-13,16:1,Wednesday,Pasta,47.73,9.12,14.5,Frank
2024-03-11,11:14,Monday,Pasta,33.05,8.19,6.24,Alice
